Listing Title,Listing SEO Title,Listing Email,Listing URL,Listing Address,Listing Address2,Listing Country,Listing Country Abbrevation,Listing Region,Listing Region Abbrevation,Listing State,Listing State Abbrevation,Listing City,Listing City Abbrevation,Listing Neighborhood,Listing Neighborhood Abbrevation,Listing Postal Code,Listing Latitude,Listing Longitude,Listing Phone,Listing Short Description,Listing Long Description,Listing SEO Description,Listing Keywords,Listing Renewal Data,Listing Status,Listing Level,Listing Category 1,Listing Category 2,Listing Category 3,Listing Category 4,Listing Category 5,Listing Template,Listing DB id,Custom ID,Account Username,Account Password,Account Contact First Name,Account Contact Last Name,Account Contact Company,Account Contact Address,Account Contact Address2,Account Contact Country,Account Contact State,Account Contact City,Account Contact Postal Code,Account Contact Phone,Account Contact Email,Account Contact URL
Landry’s 190 Connection,Landry’s 190 Connection Port Allen,,,1822 Plantation Ave,,United States,US,,,Louisiana,LA,Port Allen,,,,70767,,,(225) 246-2490,,,,,12/31/2050,Active,Silver,Nightlife->Bars->Lounges,,,,,New Listing Template,,,,,,,,,,,,,,,,
cocktails and cigar Bar,cocktails and cigar Bar Denham Springs,,https://www.stogies-lounge.com/,30780 La Highway 16,,United States,US,,,Louisiana,LA,Denham Springs,,,,70726,,,(225) 380-1881,"Stogies is a laid back lounge, where you can enjoy a daiquiri, cocktail, cigar or pipe. We have a drive through window so you can get your daiquiris on the go.","Stogies is a laid back lounge where you can enjoy a daiquiri, cocktail, cigar, or pipe. They offer a drive-through window for daiquiris on the go and a wide selection of cigars, pipes, aromatic pipe tobaccos, and accessories. The staff is friendly and knowledgeable, providing a relaxing atmosphere to unwind.",,,12/31/2050,Active,Silver,Nightlife->Bars,,,,,New Listing Template,,,,,,,,,,,,,,,,
Capital Park Bar and Grill,Capital Park Bar and Grill Baton Rouge,capitalparkbr@gmail.com,https://www.instagram.com/capitalparkbr/?hl=en,7132 Florida Blvd,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70806,,,(225) 978-7621,"Capital Park Bar and Grill in Baton Rouge, LA, offers brunch, outdoor patio, Sunday brunch parties, and day parties. Free entry, bottomless mimosas, food, drink specials, and great vibes.","Capital Park Bar & Grill is located at 7132 Florida Boulevard, Baton Rouge, LA. They offer brunch, outdoor patio, Sunday brunch parties, and day parties. Free entry, bottomless mimosas, food, drink specials, hookahs, great music, and even better vibes.",,,12/31/2050,Active,Silver,Restaurants->Seafood,Nightlife->Bars->Hookah Bars,Nightlife->Karaoke,,,New Listing Template,,,,,,,,,,,,,,,,
The Smiling Dog,The Smiling Dog Baton Rouge,,https://smilingdogbr.com/,4215 South Sherwood Forest Blvd,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70816,,,(225) 361-2491,Pub dishes and local brews.,"The Smiling Dog is a pub located at 4215 South Sherwood Forest Boulevard in Baton Rouge, Louisiana. They offer pub dishes and local brews. Kitchen closes at 10 PM every night. Lunch is served M-F from 11 AM - 2 PM. Brunch is served on Sundays from 10 AM - 2 PM.",,,12/31/2050,Active,Silver,Nightlife->Bars,,,,,New Listing Template,,,,,,,,,,,,,,,,
Blackie's Place,Blackie's Place Baton Rouge,,https://www.facebook.com/blackiesplacecentral/,10010 Sullivan Rd,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70818,,,(225) 262-1045,Small bar with live music and entertainment.,"Blackie's Place is a small bar located at 10010 Sullivan Rd, Baton Rouge, LA. It is known as a ""hole in the wall"" that provides a variety of entertainment. They have live music, karaoke, and other events. ",,,12/31/2050,Active,Silver,Nightlife,,,,,New Listing Template,,,,,,,,,,,,,,,,
Chimes Restaurant,Chimes Restaurant Baton Rouge,,https://thechimes.com/,3357 Highland Rd,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70802,,,(225) 383-1754,The Chimes Restaurant & Tap Room has been a Baton Rouge and LSU tradition serving fine patrons for over 25 years.,"The Chimes Restaurant & Tap Room has been a Baton Rouge and LSU tradition serving fine patrons for over 25 years. We have continued to grow and have brought this tradition to our second location in Baton Rouge, a third location in Covington, and now a fourth, located in Lafayette. Our goal is to provide a relaxed, family friendly experience while serving the best made-from-scratch menu possible. We take pride in having one of the most extensive beer and liquor selections available. Thank you for your continued support, we look forward to seeing you soon!",,,12/31/2050,Active,Silver,Restaurants->Southern,Restaurants->Cajun/Creole,Nightlife->Bars,,,New Listing Template,,,,,,,,,,,,,,,,
Rickochet Billards,Rickochet Billards Prairieville,tinag@rickochets.com,https://www.rickochets.com/,17540 Airline Hwy,,United States,US,,,Louisiana,LA,Prairieville,,,,70769,,,(225) 313-4008,"Rickochet's Prairieville is a Bar and Billiards Hall with (6) 7 ft. Diamond Smart tables & (4) 8 ft. Brunswick tables. We also carry arcade darts, golf, and bowling! Fun, Friendly Atmosphere! We are a Non smoking establishment and proper dress is required.",Rickochet's Prairieville is a bar and billiards hall offering a fun and friendly atmosphere with various games and the best bar food in town. They host leagues and tournaments and have happy hour drink specials. Must be 21+ to enter.,,,12/31/2050,Active,Silver,Nightlife->Pool Halls,,,,,New Listing Template,,,,,,,,,,,,,,,,
Deuce’s Bar and Lounge,Deuce’s Bar and Lounge Baton Rouge,,,3575 N Acadian Thruway,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70805,,,(225) 278-0556,,,,,12/31/2050,Active,Silver,Nightlife->Bars,,,,,New Listing Template,,,,,,,,,,,,,,,,
Comedy Plus Network,Comedy Plus Network Baton Rouge,,,,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70820,,,(818) 720-8565,,,,,12/31/2050,Active,Silver,Arts & Entertainment,Nightlife->Comedy Clubs,Professional Services->Video/Film Production,,,New Listing Template,,,,,,,,,,,,,,,,
The Kingfish Grill,The Kingfish Grill Baton Rouge,info@kingfishgrill.com,https://www.kingfishgrill.com/,201 Lafayette St,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70801,,,(225) 344-5866,"The Best Fresh Fish on the Water! Located minutes from downtown St. Augustine, Florida.","Kingfish Grill was established in June 2005 by owner Paul Mackey. Originally from coastal New England, the restaurateur has a passion for seafood, using his background & upbringing to contribute to the flare and spice at Kingfish Grill. The team at Kingfish Grill have made it a favorite restaurant among locals and visitors alike. We invite you to come share our excitement of great food, great service & spirits!",,,12/31/2050,Active,Silver,Nightlife->Bars,Restaurants->New American,Restaurants->Buffets,,,New Listing Template,,,,,,,,,,,,,,,,
X Bio Discotec,X Bio Discotec Baton Rouge,Osman78@hotmail.com,https://www.facebook.com/XBIODISCOTEC/,11690 Florida Blvd,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70815,,,(225) 916-2180,Haciendo la diferencia Baton Rouge,,,,12/31/2050,Active,Silver,Arts & Entertainment->Music Venues,,,,,New Listing Template,,,,,,,,,,,,,,,,
City Pork Perkins,City Pork Perkins Baton Rouge,,https://www.citypork.com/,18143 Perkins Rd E,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70810,,,(225) 998-0744,"Unmistakingly ""Louisianan"" elevated cuisine & award-winning bbq gulf seafood. Offering Weekday Breakfast , & Lunch , Dinner & Weekend Brunch.","It all started with City Pork Deli back in the day and has grown into 2 restaurants with a full service catering department. Still serving amazing sandwiches, City Pork has added to the menu to include southern favors for everyone. City Pork and City Group Hospitality believe in sourcing locally and celebrating the flavors which make Baton Rouge culinary scene special. City Pork house smokes our meats and you can taste the time and love put into it!",,,12/31/2050,Active,Silver,Restaurants->Breakfast & Brunch,Restaurants->Barbeque,Nightlife->Bars->Cocktail Bars,,,New Listing Template,,,,,,,,,,,,,,,,
Cheba Hut Toasted Subs,Cheba Hut Toasted Subs Baton Rouge,batonrouge-benhur@chebahut.com,https://www.facebook.com/ChebaHutBatonRouge/,411 Ben Hur Rd,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70820,,,(225) 256-3603,"Cheba Hut is a ""toasted"" sub sandwich shop with a full bar.","Cheba Hut is a ""toasted"" sub sandwich shop with a full bar. We pride ourselves in providing a laid back vibe and some of the best sub sandwiches you have ever experienced.",,,12/31/2050,Active,Silver,Restaurants->Sandwiches,Nightlife->Bars,,,,New Listing Template,,,,,,,,,,,,,,,,
Locals Bar and Kitchen,Locals Bar and Kitchen Denham Springs,,,7755 Magnolia Beach Rd,,United States,US,,,Louisiana,LA,Denham Springs,,,,70726,,,(225) 380-5555,,,,,12/31/2050,Active,Silver,Nightlife->Bars->Sports Bars,Restaurants->American,,,,New Listing Template,,,,,,,,,,,,,,,,
Mom's Place,Mom's Place Prairieville,,https://www.facebook.com/UncleBuddys?__tn__=-UC*F,42028 Highway 42,,United States,US,,,Louisiana,LA,Prairieville,,,,70769,,,(225) 622-1682,Mom's Place lunch special for February 12,"Goodmorning! This is what we will have on our lunch specials today, if youâd like to make a Togo order you can call 580-798-6473. Have a great day!!",,,12/31/2050,Active,Silver,Nightlife,,,,,New Listing Template,,,,,,,,,,,,,,,,
MonteCristo Cigar Bar & Bistro,MonteCristo Cigar Bar & Bistro Baton Rouge,MonteCristo.br.events@gmail.com,https://www.facebook.com/p/MonteCristo-Cigar-Bar-Bistro-BR-100083071845204/,7808 Howell Blvd,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70807,,,(225) 256-1761,Cigar Bar/Lounge & Bistro,"MonteCristo Cigar Bar & Bistro - BR is a cigar bar and bistro located in Baton Rouge, LA. They host various events, including crawfish & chill nights, after-parties, and themed mixers. They offer drink specials and have a mature and sophisticated atmosphere.",,,12/31/2050,Active,Silver,Nightlife->Bars->Lounges,Nightlife->Bars->Cigar Bars,,,,New Listing Template,,,,,,,,,,,,,,,,
Urban Daiquiris,Urban Daiquiris Prairieville,URBANDAIQUIRIS@GMAIL.COM,https://urbandaiquiris.com/,17497 Airline Hwy,,United States,US,,,Louisiana,LA,Prairieville,,,,70769,,,(225) 480-2222,"Urban Daiquiris is opening a new location in Prairieville, Louisiana.","Urban Daiquiris is opening a new location in Prairieville, Louisiana. The grand opening is August 4th & 5th. They are actively interviewing for bar experienced workers.",,,12/31/2050,Active,Silver,Nightlife->Bars->Sports Bars,Nightlife->Bars->Cocktail Bars,Nightlife->Karaoke,,,New Listing Template,,,,,,,,,,,,,,,,
Tsunami Sushi Highland BR,Tsunami Sushi Highland BR Baton Rouge,tsunami.highlandbr@servingsushi.com,https://highland.servingsushi.com/baton-rouge-tsunami-highland-br-about,1 Smart Wy,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70810,,,(225) 497-2424,"Tsunami Sushiâs second Baton Rouge location, located at the corner of Highland Rd and Bluebonnet Blvd. The menu focuses on fresh seafood and diverse Asian dishes, blending Japanese and Eastern flavors with Southern roots.","Tsunami Sushiâs second Baton Rouge location, Tsunami Highland (2024), is located at the corner of Highland Rd and Bluebonnet Blvd. It aims to expand the culinary legacy of Tsunami while maintaining the brand. The menu focuses on fresh seafood and diverse Asian dishes, blending Japanese and Eastern flavors with Southern roots. The menu offers standard sushi rolls, nigiri and sashimi, and grilled fish, chicken, and pork.",,,12/31/2050,Active,Silver,Nightlife->Bars,Restaurants->Sushi Bars,Restaurants->Tapas/Small Plates,,,New Listing Template,,,,,,,,,,,,,,,,
Mom’s Bar,Mom’s Bar Prairieville,,,42028  HWY 42,,United States,US,,,Louisiana,LA,Prairieville,,,,70769,,,(225) 290-1250,,,,,12/31/2050,Active,Silver,Nightlife->Bars->Dive Bars,Nightlife->Bars->Beer Bar,,,,New Listing Template,,,,,,,,,,,,,,,,
Bayou Billards,Bayou Billards Baton Rouge,bayoubilliards@yahoo.com,https://www.facebook.com/bayoubilliards,10090 Florida Blvd,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70815,,,(225) 275-9114,We're just an old Billiards hall who will treat you like family and maybe even set up a game for you,,,,12/31/2050,Active,Silver,Nightlife->Pool Halls,,,,,New Listing Template,,,,,,,,,,,,,,,,
Chocolate City Sports Bar And Lounge,Chocolate City Sports Bar And Lounge Baton Rouge,,https://www.facebook.com/p/Chocolate-City-Sports-Bar-Lounge-llc-100083297322613/,4961 Gus Young Ave,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70802,,,(225) 442-4176,"Sports bar and lounge in Baton Rouge, LA.","Chocolate City Sports Bar & Lounge llc. in Baton Rouge, LA. It is categorized as a bar.",,,12/31/2050,Active,Silver,Nightlife->Bars->Lounges,Nightlife->Bars->Sports Bars,,,,New Listing Template,,,,,,,,,,,,,,,,
Jolie Pearl Oyster Bar,Jolie Pearl Oyster Bar Baton Rouge,,https://joliepearloysterbar.modihost.com/,315 N Blvd,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70801,,,(225) 615-7172,"Jolie Pearl Oyster Bar is a restaurant in Baton Rouge, Louisiana.","The page provides contact information for Jolie Pearl Oyster Bar, including their address (315 North Boulevard, Baton Rouge, LA 70801), phone number (225-615-7172), summer hours, and links to their social media profiles. It also mentions that they offer lunch/dinner, cocktails/beer/wine, catering, and private event options. The page encourages visitors to reach out for more information about the restaurant, specific events, or job opportunities.",,,12/31/2050,Active,Silver,Restaurants->Cajun/Creole,Restaurants->Seafood,Nightlife->Bars->Cocktail Bars,,,New Listing Template,,,,,,,,,,,,,,,,
Tiger Sports Bar,Tiger Sports Bar Baton Rouge,,https://www.facebook.com/TigerSportsBar/,826 O'neal Ln,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70816,,,(225) 272-7595,"Tiger Sports Bar is Baton Rougeâs neighborhood bar with 14 HD TVs, 4 Diamond Pool Tables, etcâ¦","Tiger Sports Bar is Baton Rougeâs neighborhood bar with 14 HD TVs, 4 Diamond Pool Tables, etcâ¦",,,12/31/2050,Active,Silver,Nightlife->Bars->Sports Bars,Nightlife->Pool Halls,,,,New Listing Template,,,,,,,,,,,,,,,,
Palermo Ristorante,Palermo Ristorante Baton Rouge,,http://palermobr.com/,7809 Jefferson Hwy A,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70809,,,(225) 246-8358,"A delightful blend of classic and Modern.Authentic.Italian. â right in the heart of Baton Rouge, near Towne Center/Bocage. Intimate dining, exceptional service, handcrafted cocktails, and genuine Italian wines.","Discover a delightful blend of classic and Modern.Authentic.Italian. â right in the heart of Baton Rouge, near Towne Center/Bocage. Stop in and enjoy our exquisite Italian fare, prepared Ã  la minute (prepared to order) featuring a light, tasteful menu. We boast intimate dining, exceptional service, handcrafted cocktails, and genuine Italian wines. Full-service bar and outside patio dining. Reservations are recommended. WAITR Delivery is available.",,,12/31/2050,Active,Silver,Restaurants->Italian,Restaurants->Pizza,Nightlife->Bars->Cocktail Bars,,,New Listing Template,,,,,,,,,,,,,,,,
Playboy's Lounge,Playboy's Lounge Port Allen,,,4011 Mulatto Bend Rd,,United States,US,,,Louisiana,LA,Port Allen,,,,70767,,,(225) 383-2082,,,,,12/31/2050,Active,Silver,Nightlife,,,,,New Listing Template,,,,,,,,,,,,,,,,
Spoke & Hub,Spoke & Hub Baton Rouge,,,5412 Government St,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70806,,,(225) 529-3550,,,,,12/31/2050,Active,Silver,Restaurants->Breakfast & Brunch,Nightlife->Bars,Restaurants->Southern,,,New Listing Template,,,,,,,,,,,,,,,,
Firehaus - Baton Rouge,Firehaus - Baton Rouge Baton Rouge,,https://www.firehausbr.com/,1700 Government St,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70802,,,,"A cashless wine bar, indoor/outdoor lounge, and rooftop oasis in Baton Rouge.","Welcome to Firehaus, Baton Rouge's fiery hotspot for wine enthusiasts and social butterflies. As a cashless wine bar, indoor/outdoor lounge, and rooftop oasis, we're igniting the scene with our fiery ambiance and curated selection of fine wines. Join us for an unforgettable experience where flames of flavor and sparks of excitement collide.",,,12/31/2050,Active,Silver,Nightlife->Bars->Wine Bars,Nightlife->Bars->Lounges,,,,New Listing Template,,,,,,,,,,,,,,,,
Baby 4,Baby 4 Baton Rouge,,https://www.instagram.com/lalo/,,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70815,,,(225) 933-0148,Photographer | Director Based in NYC Represented by @bransch_nyc,,,,12/31/2050,Active,Silver,Arts & Entertainment->Music Venues,,,,,New Listing Template,,,,,,,,,,,,,,,,
